Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue,
Compass Group,32.365,29.78,1.5133,15.996,517,Consumer Discretionary,Restaurants,Europe,United Kingdom,United Kingdom,,Dominic Blakemore,http://www.forbes.com/companies/compass-group/,0.094604901,0.050815984,
British Sky Broadcasting,31.637,17.055,1.0599,25.361,518,Consumer Discretionary,Broadcasting & Cable,Europe,United Kingdom,United Kingdom,,David Darroch,http://www.forbes.com/companies/british-sky-broadcasting/,0.041792516,0.062145998,
Edp-energias De Portugal,13.501,17.76,1.2556,50.524,518,Utilities,Electric Utilities,Europe,Portugal,Portugal,,António Luís Mexia,http://www.forbes.com/companies/edp-energias-de-portugal/,0.024851556,0.070698198,
Schlumberger,98.455,31.375,-1.259,71.478,520,Energy,Oil Services & Equipment,North America,United States,Texas,Texas,Paal Kibsgaard,http://www.forbes.com/companies/schlumberger/,-0.017613811,-0.04012749,
Fujitsu,12.779,36.978,1.5279,29.351,521,Information Technology,Computer Hardware,Asia,Japan,Japan,,Masami Yamamoto,http://www.forbes.com/companies/fujitsu/,0.052056148,0.041319163,
Anhui Conch Cement,32.269,11.998,2.7942,19.772,522,Materials,Construction Materials,Asia,China,China,,Bin Wu,http://www.forbes.com/companies/anhui-conch-cement/,0.14132106,0.232888815,
Ecolab,42.456,14.148,1.5022,20.184,523,Materials,Specialized Chemicals,North America,United States,Minnesota,Minnesota,Douglas Baker Jr.,http://www.forbes.com/companies/ecolab/,0.074425287,0.106177552,
China Taiping Insurance,13.049,25.413,0.7547,83.994,524,Financials,Diversified Insurance,Asia,Hong Kong,Hong Kong,,Bin Wang,http://www.forbes.com/companies/china-taiping-insurance/,0.008985166,0.029697399,
Xcel Energy,23.031,11.399,1.1994,43.159,525,Utilities,Electric Utilities,North America,United States,Minnesota,Minnesota,Benjamin Fowke,http://www.forbes.com/companies/xcel-energy/,0.027790264,0.105219756,
First Data,18.035,11.533,1.53,45.415,526,Consumer Discretionary,Business & Personal Services,North America,United States,New York,New York,Frank Bisignano,http://www.forbes.com/companies/first-data/,0.03368931,0.132662794,
KeyCorp,21.509,6.933,1.39,137.049,527,Financials,Major Banks,North America,United States,Ohio,Ohio,Beth Mooney,http://www.forbes.com/companies/keycorp/,0.010142358,0.200490408,
Williams,22.461,8.131,1.953,47.052,528,Energy,Oil Services & Equipment,North America,United States,Oklahoma,Oklahoma,Alan Armstrong,http://www.forbes.com/companies/williams/,0.041507269,0.240191858,
National Bank of Canada,16.815,7.238,1.54,204.642,529,Financials,Regional Banks,North America,Canada,Canada,,Louis Vachon,http://www.forbes.com/companies/national-bank-of-canada/,0.007525337,0.212765957,
ConocoPhillips,81.25,30.274,-0.553,70.727,530,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Ryan Lance,http://www.forbes.com/companies/conocophillips/,-0.007818796,-0.018266499,
Naspers,112.824,6.248,3.4832,24.071,531,Consumer Discretionary,Broadcasting & Cable,Africa,South Africa,South Africa,,Robert Dijk,http://www.forbes.com/companies/naspers/,0.144705247,0.557490397,
Grupo ACS,13.588,39.363,0.9046,38.282,532,Industrials,Construction Services,Europe,Spain,Spain,,Marcelino Verdes,http://www.forbes.com/companies/grupo-acs/,0.023629904,0.022980972,
Thales,28.03,17.816,0.9268,28.017,532,Industrials,Aerospace & Defense,Europe,France,France,,Florentino Rodríguez,http://www.forbes.com/companies/thales/,0.033079916,0.052020656,
China Unicom,42.488,40.672,0.2619,88.547,534,Telecommunication Services,Telecommunications services,Asia,Hong Kong,Hong Kong,,Xiao Wang,http://www.forbes.com/companies/china-unicom/,0.002957751,0.006439319,
Illinois Tool Works,49.388,14.587,1.803,16.163,535,Industrials,Other Industrial Equipment,North America,United States,Illinois,Illinois,Ernest Santi,http://www.forbes.com/companies/illinois-tool-works/,0.111551073,0.123603208,
M&T Bank,26.966,6.106,1.411,118.622,536,Financials,Regional Banks,North America,United States,New York,New York,René Jones,http://www.forbes.com/companies/mt-bank/,0.011894927,0.231084179,
Orsted,26.998,9.734,2.8486,24.376,537,Energy,Oil & Gas Operations,Europe,Denmark,Denmark,,Henrik Poulsen,http://www.forbes.com/companies/orsted/,0.116860847,0.292644339,
China Zheshang Bank,10.969,10.658,1.5218,235.988,538,Financials,Regional Banks,Asia,China,China,,Ren Shen,http://www.forbes.com/companies/china-zheshang-bank/,0.006448633,0.142784763,
Kimberly-Clark,36.645,18.507,1.808,15.303,539,Consumer Staples,Household/Personal Care,North America,United States,Texas,Texas,Thomas Falk,http://www.forbes.com/companies/kimberly-clark/,0.118146769,0.097692765,
Atlas Copco,49.52,13.222,2.0473,16.075,540,Industrials,Other Industrial Equipment,Europe,Sweden,Sweden,,Mats Rahmström,http://www.forbes.com/companies/atlas-copco/,0.127359253,0.154840417,
Bank of Ningbo,14.534,8.089,1.4781,169.851,541,Financials,Regional Banks,Asia,China,China,,Li Hong,http://www.forbes.com/companies/bank-of-ningbo/,0.008702333,0.182729633,
Associated British Foods,29.505,20.3,1.3675,17.803,542,Consumer Staples,Food Processing,Europe,United Kingdom,United Kingdom,,George Weston,http://www.forbes.com/companies/associated-british-foods/,0.076812897,0.067364532,
Stryker,63.337,12.73,1.019,22.133,543,Health Care,Medical Equipment & Supplies,North America,United States,Michigan,Michigan,Kevin Lobo,http://www.forbes.com/companies/stryker/,0.04603985,0.080047133,
Newell Brands,13.142,14.493,2.1636,33.469,544,Consumer Staples,Household/Personal Care,North America,United States,New Jersey,New Jersey,Michael Polk,http://www.forbes.com/companies/newell-brands/,0.064644895,0.149285862,
MTR,34.753,7.114,2.1596,33.742,545,Industrials,Railroads,Asia,Hong Kong,Hong Kong,,Kwok Leong,http://www.forbes.com/companies/mtr/,0.064003319,0.303570425,
DISH Network,14.666,14.17,2.0905,30.155,546,Consumer Discretionary,Broadcasting & Cable,North America,United States,Colorado,Colorado,W. Carlson,http://www.forbes.com/companies/dish-network/,0.069325153,0.147529993,
Kubota,21.132,16.036,1.2517,25.841,547,Industrials,Heavy Equipment,Asia,Japan,Japan,,Masatoshi Kimata,http://www.forbes.com/companies/kubota/,0.048438528,0.078055625,
GFNorte,16.128,9.14,1.3584,76.21,548,Financials,Regional Banks,North America,Mexico,Mexico,,Jose Miguel,http://www.forbes.com/companies/gfnorte/,0.017824432,0.148621444,
Colgate-Palmolive,54.703,15.694,2.088,13.144,549,Consumer Staples,Household/Personal Care,North America,United States,New York,New York,Ian Cook,http://www.forbes.com/companies/colgate-palmolive/,0.158855752,0.133044476,
Woori Bank,9.822,12.477,1.212,295.451,550,Financials,Regional Banks,Asia,South Korea,South Korea,,Kwang-Goo Lee,http://www.forbes.com/companies/woori-bank/,0.004102203,0.097138735,
Novatek,37.876,10.49,2.2197,18.922,551,Energy,Oil & Gas Operations,Asia,Russia,Russia,,Leonid Mikhelson,http://www.forbes.com/companies/novatek/,0.117307896,0.211601525,
WestRock,15.651,15.665,1.8822,25.44,552,Materials,Containers & Packaging,North America,United States,Georgia,Georgia,Steven Voorhees,http://www.forbes.com/companies/westrock/,0.073985849,0.120153208,
China Southern Airlines,14.61,19.718,1.049,34.971,553,Industrials,Airline,Asia,China,China,,Fu Pan,http://www.forbes.com/companies/china-southern-airlines/,0.029996283,0.053200122,
Praxair,45.298,11.708,1.32,20.592,553,Materials,Specialized Chemicals,North America,United States,Connecticut,Connecticut,Stephen Angel,http://www.forbes.com/companies/praxair/,0.064102564,0.112743423,
Thomson Reuters,26.795,11.331,1.3832,26.48,555,Consumer Discretionary,Printing & Publishing,North America,Canada,Canada,,Jim Smith,http://www.forbes.com/companies/thomson-reuters/,0.05223565,0.122072191,
Dollar Tree,22.283,22.246,1.7143,16.476,556,Consumer Discretionary,Discount Stores,North America,United States,Virginia,Virginia,Gary Philbin,http://www.forbes.com/companies/dollar-tree/,0.104048313,0.077061045,
Regions Financial,21.699,6.132,1.376,122.913,557,Financials,Major Banks,North America,United States,Alabama,Alabama,O. B. Hall Jr.,http://www.forbes.com/companies/regions-financial/,0.01119491,0.224396608,
