year,rank,name,url,founded,street1,city,state,zip,revenue,% growth,Headcount,Industry,Revenue Raw
2017,481,BahFed,bahfed.com,1/1/11,1000 SW Broadway Suite 1110,Portland,OR,97205,32.3 million,929,11,Government Services,32258811
2017,3421,ProNexus,pronexusllc.com,1/1/12,171 Sully's Trail ,Pittsford,NY,14534,9.4 million,92,77,Financial Services,9438670
2017,366,Honor Capital,honorcapitalcorp.com,1/1/11,1551 Sawgrass Corporate Parkway Suite 130 ,Sunrise,FL,33323,10.5 million,1200,34,Insurance,10455492
2017,747,Approyo,approyo.com,1/1/12,W144 S6311 College Ct ,Muskego,WI,53150,3.6 million,611,107,IT Services,3624912
2017,1282,Cambay Consulting,cambaycs.com,1/1/12,1838 Snake River Road Suite A ,Katy,TX,77449,7.9 million,318,155,IT Services,7888911
2017,371,Aleph Objects,alephobjects.com,1/1/11,626 West 66th Street ,Loveland,CO,80538,21 million,1166,152,Computer Hardware,21031678
2017,741,Engage PEO,http://engagepeo.com,1/1/11,4000 Hollywood Boulevard Suite 400-N,Hollywood,FL,33021,19.3 million,619,112,Human Resources,19273000
2017,88,Lexicon Health,lexicondmg.com,1/1/12,15559 Union Ave #120 ,Los Gatos,CA,95032,12.5 million,4255,11,Media,12503550
2017,35,Axe Wellness,draxe.com,1/1/09,2000 Mallory Lane Suite 130-307,Franklin,TN,37067,46.3 million,7032,60,Health,46322805
2017,841,Evoke Neuroscience,evokeneuroscience.com,1/1/09,11 W. 25th St. 10th Fl. ,New York City,NY,10010,4.5 million,537,21,Health,4492396
2017,860,Project Repat,projectrepat.com,1/1/12,180 Commonwealth Ave Apt 15,Boston,MA,02116,6 million,523,3,Retail,6027841
2017,356,Organifi,organifi.com,1/1/11,"1320 Columbia St, Suite 310 1320 Columbia St, Suite 310",San Diego,CA,92101,16.3 million,1234,50,Health,16339831
2017,1704,NETWORK OPTIX,networkoptix.com,1/1/10,111 N. FIRST STREET SUITE 200,Burbank,CA,91502,4.4 million,230,37,Software,4418702
2017,49,Boost Marketing Group,boostgr.com,1/1/12,396 Pettis Ave SE Suite 110,Ada,MI,49301,11 million,6269,6,Advertising & Marketing,11020255
2017,231,KnowBe4,knowbe4.com,1/1/10,33 N Garden Suite 1200,Clearwater,FL,33755,10.1 million,1857,209,Security,10061163
2017,317,PrinterLogic,printerlogic.com,1/1/02,912 West 1600 South C-201,St. George,UT,84770,14.8 million,1379,105,Software,14793952
2017,305,zSpace,zspace.com,1/1/07,"490 De Guigne Dr, 200 ",Sunnyvale,CA,94085,14.6 million,1416,116,Education,14605360
2017,565,Touch of Modern,touchofmodern.com,1/1/12,350 Rhode Island St ste 400,San Francisco,CA,94103,118.8 million,795,142,Consumer Products & Services,118794390
2017,570,SlideBelts,slidebelts.com,1/1/07,4818 Golden Foothill Parkway Unit 9,El Dorado Hills,CA,95762,6.2 million,792,30,Retail,6227791
2017,211,Occam's Paradigm,occamsadvisory.com,1/1/12,112 W 34 St. Flr 18 ,New York City,NY,10120,4.2 million,2063,10,Business Products & Services,4162542
2017,397,Sun Solar,ussunsolar.com,1/1/12,1900 W Sunset Suite C-120,Springfield,MO,65807,24.5 million,1100,120,Energy,24525000
2017,777,Greenlight Staffing Group,greenlightstaff.com,1/1/10,3862 Sheridan Street Suite B,Hollywood,FL,33021,3.1 million,589,14,Human Resources,3081216
2017,221,Advanced Project Consulting,advproj.com,1/1/10,132 Byrd Way ,Warner Robins,GA,31088,9.3 million,1968,106,Government Services,9259729
2017,1345,Hospicelink,http://hospicelink.com,1/1/11,2625 2nd Ave N,Birmingham,AL,35203,56.4 million,303,37,Health,56443598
2017,174,Empire Flippers,empireflippers.com,1/1/12,427 N Tatnall St #34425 ,Wilmington,DE,19801,11.4 million,2441,9,Business Products & Services,11400647
2017,261,Torrent Consulting,torrentconsulting.com,1/1/12,1300 South Mint Street Suite 410,Charlotte,NC,28203,5.8 million,1657,58,Business Products & Services,5843928
2017,1833,Cireson,cireson.com,1/1/12,1431 Pacific Highway ,San Diego,CA,92110,10.7 million,210,38,Software,10654015
2017,919,The Exterior Company,theexteriorcompany.com,1/1/12,1200 Corporate Blvd Suite 20A,Lancaster,PA,17601,11.9 million,479,35,Construction,11936275
2017,1238,Florida Premier Realty of the Palm Beaches,fpmoves.com,1/1/11,7318 lake worth rd ,Lake Worth,FL,33467,3.4 million,330,170,Real Estate,3386873
2017,1170,Hoosier Hill Farm,hoosierhillfarm.com,1/1/09,3813 Superior Ridge Drive ,Fort Wayne,IN,46808,3.5 million,357,14,Food & Beverage,3535622
2017,401,Apto,apto.com,1/1/12,1730 Blake Street ,Denver,CO,80202,3.6 million,1094,75,Software,3592524
2017,998,AM Staffing Group,amstaffinggroup.com,1/1/11,75 N. Market Street Suite 26,Elgin,IL,60123,3.8 million,432,16,Human Resources,3831342
2017,1600,TRAFFIC,trafficdigitalagency.com,1/1/12,"340 E. Big Beaver, Suite 500 ",Troy,MI,48083,3.1 million,247,36,Advertising & Marketing,3074149
2017,131,Fab Glass and Mirror,fabglassandmirror.com,1/1/12,4188 Fisher Rd 4188 Fisher Rd,Columbus,OH,43228,3.6 million,3013,17,Manufacturing,3586031
2017,1010,Magoosh,magoosh.com,1/1/09,2020 Milvia Street Suite 220,Berkeley,CA,94704,9.6 million,429,27,Education,9601771
2017,2309,BrandNex.com,brandnex.com,1/1/12,8181 Commerce Park Dr Suite 700,Houston,TX,77036,2.4 million,157,30,Advertising & Marketing,2377474
2017,1190,Climate Control Experts,climatecontrolexperts.com,1/1/12,3070 E Post Rd 200,Las Vegas,NV,89120,6.3 million,347,35,Construction,6280377
2017,816,Connect Assistance,cra.pr,1/1/12,701 AVE PONCE DE LEON CENTRO DE SEGUROS 305,San Juan,PR,00907,4.5 million,553,50,Insurance,4491934
2017,368,Shopper Approved,shopperapproved.com,1/1/10,298 24th St. #470 ,Ogden,UT,84401,3.8 million,1192,10,Software,3813896
2017,1286,Commodore Leasing,commodoreleasing.com,1/1/11,P.O. Box 58924 ,Nashville,TN,37205,4.6 million,318,40,Retail,4579583
2017,971,ServRx,servrx.com,1/1/09,14400 N. 87th St Suite 120,Scottsdale,AZ,85260,57.4 million,446,55,Health,57387956
2017,992,Global Lending Services,glsllc.com,1/1/11,"1200 Brookfield Blvd, Suite 300 ",Greenville,SC,29607,93.6 million,435,210,Financial Services,93647883
2017,627,HealthSparq,healthsparq.com,1/1/12,100 SW Market Street ,Portland,OR,97201,26.5 million,720,210,Health,26470163
2017,165,Idea Buyer,ideabuyer.com,1/1/07,4140 Tuller Rd Ste. 101 ,Dublin,OH,43017,3.4 million,2508,35,Consumer Products & Services,3407171
2017,995,Movable Ink,movableink.com,1/1/10,5 Bryant Park 9th Floor,New York City,NY,10018,25.6 million,434,150,Advertising & Marketing,25575591
2017,769,Chicken and Rice Guys,cnrguys.com,1/1/11,77 Ferry Street ,Everett,MA,02148,4.9 million,594,100,Food & Beverage,4944000
2017,457,RPM,loadrpm.com,1/1/10,301 W. FOURTH STREET SUITE 200,Royal Oak,MI,48067,49.4 million,963,70,Logistics & Transportation,49396911
2017,363,Payline,paylinedata.com,1/1/10,225 W Wacker Drive Suite 550,Chicago,IL,60606,7.2 million,1215,37,Financial Services,7177000
2017,1144,Sunpro Solar,gosunpro.com,1/1/06,22171 MCH Rd. ,Mandeville,LA,70471,13.1 million,366,87,Construction,13084019
2017,440,NextGen Federal Systems,nextgenfed.com,1/1/11,"1399 Stewartstown Road, Suite 350 ",Morgantown,WV,26505,8.5 million,999,65,IT Services,8543784
2017,1438,Darkblade Systems,darkbladesystems.com,1/1/10,800 Corporate Drive Suite 301 ,Stafford,VA,22554,4.7 million,282,30,Government Services,4674454
2017,1385,C3 Group,c3adjusters.com,1/1/12,8400 E Crescent Pkwy Suite 630,Greenwood Village,CO,80111,3.2 million,294,12,Insurance,3194044
2017,700,Opteamix,opteamix.com,1/1/12,9200 East Mineral Avenue Suite 330,Centennial,CO,80112,9.6 million,647,225,IT Services,9562611
2017,333,DA Defense Logistics HQ,defenselogisticshq.com,1/1/09,1506 Montana Ave ,El Paso,TX,79902,21.7 million,1331,361,Logistics & Transportation,21670633
2017,361,nCino,ncino.com,1/1/12,6770 Parker Farm Drive Suite 200,Wilmington,NC,28405,26.1 million,1218,273,Software,26114333
2017,419,Sophus IT Solutions,sophusinfo.com,1/1/10,22525 se 64th pl 2013 ,issaquah,WA,98027,6.9 million,1046,54,IT Services,6888735
2017,629,CallTrackingMetrics,calltrackingmetrics.com,1/1/12,877 baltimore annapolis blvd suite 207,severna park,MD,21146,8 million,716,16,Software,8006658
2017,551,Land Gorilla,landgorilla.com,1/1/10,1241 Johnson #154,San Luis Obispo,CA,93401,8 million,821,70,Construction,7987180
2017,1395,SHOP MELEE,shopmelee.com,1/1/12,16W231 S. Frontage Road Suite 10 16W231 S. Frontage Road Suite 10,Willowbrook,IL,60527,2.7 million,292,35,Consumer Products & Services,2703066
2017,836,Sound Rink,soundrink.com,1/1/12,500 Forest Ave Suite 2A ,Portland,ME,04101,5.5 million,542,8,Consumer Products & Services,5467741
2017,1114,Rocky Mountain Barrel Company,rmbc.us,1/1/10,11467 west i70 frontage road north ,wheat ridge,CO,80033,5 million,377,12,Food & Beverage,5042493
2017,162,Avadim Technologies,avadimtechnologies.com,1/1/07,81 Thompson St ,Asheville,NC,28803,6.3 million,2537,111,Health,6325032
2017,895,Lone Cone,lonecone.com,1/1/08,406 S 3rd St. 406 S 3rd St.,Boise,ID,83702,5.9 million,495,6,Retail,5949112
2017,503,Humm Kombucha,humm.com,1/1/09,1125 NE 2nd Street ,Bend,OR,97701,7.7 million,884,56,Food & Beverage,7666223
2017,1247,Influence & Co.,influenceandco.com,1/1/11,2005 W. Broadway Suite 210 ,Columbia,MO,65203,5.5 million,328,72,Advertising & Marketing,5462654
2017,275,MasteryPrep,masteryprep.com,1/1/10,7117 Florida Blvd ,Baton Rouge,LA,70806,5.7 million,1585,100,Education,5664026
2017,544,Primal Health,primalhealthlp.com,1/1/12,718 S Greenville Ave ,Allen,TX,75002,33.9 million,829,52,Health,33896456
2017,780,Stratton & Bratt,strattonandvratt.com,1/1/13,754 W 700 S ,Pleasant Grove,UT,84067,9.7 million,588,120,Construction,9747509
2017,423,B & D Consulting,b-dconsulting.com,1/1/04,108 Western Maryland Parkway 108 Western Maryland Parkway,Hagerstown,MD,21740,11.5 million,1041,50,IT Services,11487798
2017,793,KPG Healthcare,kpghealthcare.com,1/1/11,1960 E Grand Ave STE 940,El Segundo,CA,90245,14 million,572,362,Health,14022285
2017,247,Casino Cash Trac,casinocashtrac.com,1/1/12,7835 East 106th St. ,Tulsa,OK,74133,3.5 million,1730,16,Software,3494997
2017,354,LinkedSelling,linkedselling.com,1/1/10,2603 Cherokee Street ,St. Louis,MO,63118,5.2 million,1238,36,Advertising & Marketing,5202106
2017,302,Her Hair Company,herhaircompany.com,1/1/12,6128 N. College Ave ,Indianapolis,IN,46220,5.6 million,1440,4,Consumer Products & Services,5556799
2017,3016,Tresata,tresata.com,1/1/11,1616 Camden Road Suite 300,Charlotte,NC,28203,4.4 million,110,20,Software,4362216
2017,1013,CHIROFUSION,chirofusionsoftware.com,1/1/12,3411 Silverside Road 106 Weldin Buidling,Wilmington,DE,19810,4 million,428,26,Software,4020110
2017,1109,Applied Thought,theappliedthought.com,1/1/05,820 W Lake Mary Blvd suite 201,Sanford,FL,32773,4.5 million,378,50,IT Services,4521669
2017,702,SmartBox Web Marketing,smartboxwebmarketing.com,1/1/01,821 Mount Tabor Rd Suite 300,New Albany,IN,47150,6 million,646,76,Advertising & Marketing,5953495
2017,123,Double A Events,doubleaevents.com,1/1/12,1600 East 7th Street ,Austin,TX,78702,4.6 million,3270,9,Advertising & Marketing,4580415
2017,4060,CloudSmartz,cloudsmartz.com,1/1/12,28 E. Main Street Suite 1525,Rochester,NY,14614,5.9 million,68,75,IT Services,5863626
2017,1042,CRM Science,crmscience.com,1/1/11,P.O. Box 345 ,Devault,PA,19432,3 million,410,17,IT Services,2991889
2017,1005,Synartis Health,synartis.net,1/1/11,1110 Northchase Parkway SE Suite 180,Marietta,GA,30067,3.1 million,430,25,Health,3075630
2017,121,Ruby Has Fulfillment,rubyhas.com,1/1/11,5 Inez Drive ,Bay Shore,NY,11706,9.2 million,3333,206,Logistics & Transportation,9205785
2017,433,ReliaTrain,reliatrain.com,1/1/09,1281 Twin Maples Ln ,Bloomfield Hills,MI,48301,2.1 million,1016,2,Engineering,2080446
2017,978,American Pillowcase,americanpillowcase.com,1/1/06,3420 Pump Road #175,Richmond,VA,23233,8.2 million,441,1,Retail,8164347
2017,677,Private Label Skin,privatelabelsk.in,1/1/12,7205 30th Avenue North ,Saint Petersburg,FL,33710,37.3 million,670,149,Manufacturing,37275138
2017,402,Five Lakes Professional Services,fivelakespro.com,1/1/10,6095 Parkland Blvd Ste 200,Mayfield Heights,OH,44040,2.2 million,1088,30,Business Products & Services,2162311
2017,575,Advice Media,advicemedia.com,1/1/08,1389 Center Drive Suite #230 ,Park City,UT,84098,10.1 million,787,67,Advertising & Marketing,10125208
2017,1720,Arcweb Technologies,arcweb.co,1/1/11,234 Market St 5th Fl,Philadelphia,PA,19106,4 million,226,31,Software,4006286
2017,1124,OneStream Software,onestreamsoftware.com,1/1/09,362 South Street ,Rochester,MI,48307,21.4 million,373,90,Software,21444697
2017,588,VOR Technology,vor-tech.com,1/1/12,7050 Hi Tech Dr SUITE 101,Hanover,MD,21076,6.8 million,767,70,Government Services,6756114
2017,942,Nearpod,nearpod.com,1/1/12,18305 Biscayne boulevard ,Aventura,FL,33160,3.5 million,465,60,Education,3505380
2017,945,LicenseLogix,licenselogix.com,1/1/11,140 Grand St. Suite 300,White Plains,NY,10601,6.6 million,464,41,Business Products & Services,6643551
2017,528,Marijuana Business Daily,mjbizdaily.com,1/1/11,2750 S. Wadsworth Blvd Ste. D-200,Denver,CO,80227,10.1 million,843,25,Media,10131071
2017,393,Aspirent Consulting,aspirent.com,1/1/12,"6600 Peachtree Dunwoody Road NE 400 Embassy Row, Suite 260",Atlanta,GA,30328,9.1 million,1107,53,IT Services,9052894
2017,1332,GuidePoint Security,guidepointsecurity.com,1/1/11,2201 Cooperative Way Suite 225,Herndon,VA,20171,158.6 million,306,196,Security,158575365
2017,661,Whim Hospitality,whimhospitality.com,1/1/12,2001 W Hwy 290 ,Dripping Springs,TX,78620,8.7 million,690,188,Food & Beverage,8743194
2017,437,Axis Global Enterprises,axisge.com,1/1/09,2824 Shipps Corner Road ,Virginia Beach,VA,23453,7.5 million,1009,30,Construction,7457091
2017,839,Ashby Law,pnwfamilylaw.com,1/1/12,8697 W Gage Blvd ,Kennewick,WA,99336,3.2 million,538,33,Consumer Products & Services,3239398
2017,2664,Ascelmed USA,enovachem.us.com,1/1/09,379 Van Ness Ave #1403 ,Torrance,CA,90501,6.9 million,130,19,Health,6935850
2017,767,1 Source Business Solutions,1sourcebusiness.com,1/1/10,6966 S. Commerce Park Drive ,Midvale,UT,84047,102.1 million,595,23,Human Resources,102145100
2017,736,Ambassador Software,getambassador.com,1/1/10,301 W. 4th Street Suite 301,Royal Oak,MI,48067,5.1 million,622,38,Software,5055315
2017,749,Proove Biosciences,proove.com,1/1/09,15326 Alton Parkway ,Irvine,CA,92618,28 million,609,249,Health,28026041
2017,633,Evoke Brand Strategies,ideasthatevoke.com,1/1/09,301 S Blount Street Floor 2,Madison,WI,53703,3.2 million,714,35,Advertising & Marketing,3212906
2017,973,Oasys,oasysic.com,1/1/11,1750 Tysons Boulevard Suite 1500,McLean,VA,22102,5 million,444,26,Government Services,4999292
2017,1044,General Materials,generalmat.com,1/1/10,1721 Oakbrook Dr. Suite D ,Norcross,GA,30093,2.9 million,409,7,Business Products & Services,2910792
2017,612,Karna,karna.com,1/1/08,2987 Clairmont Rd. Suite #205,Atlanta,GA,30329,25.8 million,739,202,Government Services,25814147
2017,634,Lighter Capital,lightercapital.com,1/1/10,1501 4th Ave Suite 1180,Seattle,WA,98101,6.4 million,712,36,Financial Services,6364417
2017,427,eAssist Dental Solutions,dentalbilling.com,1/1/11,1662 S. 2000 W. Suite 1A,Syracuse,UT,84075,7.1 million,1031,25,Health,7123854
2017,1052,Freedom Solar Power,freedomsolarpower.com,1/1/07,4111 Todd Ln. Suite 100,Austin,TX,78744,21.3 million,404,75,Energy,21318810
2017,902,OTR Capital,otrcapital.com,1/1/11,1000 Holcomb Woods Parkway Suite 315-A,Roswell,GA,30076,15.4 million,492,103,Financial Services,15408790
2017,169,DirectDefense,directdefense.com,1/1/11,385 Inverness Parkway Suite 360,Englewood,CO,80112,5.9 million,2463,24,Security,5882465
2017,1156,Influenster,influenster.com,1/1/10,435 Hudson Street Suite 400,New York City,NY,10014,9.9 million,362,59,Advertising & Marketing,9885621
2017,1178,Status Labs,statuslabs.com,1/1/13,151 S. First Street ,Austin,TX,78704,6.8 million,352,40,Advertising & Marketing,6817009
2017,310,Rafael Marrero & Company,rafaelmarrero.com,1/1/08,8333 NW 53rd Street Suite 450,Doral,FL,33166,3.3 million,1402,49,Government Services,3320500
2017,904,Real Estate Expert Advisors,tracycousineau.com,1/1/11,425 Buford Hwy suite 103 Suite 103,Suwanee,GA,30024,2.4 million,489,13,Real Estate,2369542
2017,678,Sooryen Technologies,sooryen.com,1/1/11,700 Kinderkamack Rd. Suite 210,Oradell,NJ,07649,5 million,669,110,IT Services,4989635
2017,676,Renwell,http://cloudsoftwarellc.com,1/1/11,"1155 W. Rio Salado Parkway, Bldg. B, Suite 104 ",Tempe,AZ,85281,3.4 million,670,28,IT Services,3368784
2017,750,Fortress Marine Construction,fortress.build,1/1/03,230 Deer Island Road ,Winter Garden,FL,34787,4.7 million,608,45,Construction,4679148
2017,1068,Myrtle Group,myrtlegroup.com,1/1/12,16225 Park Ten Place Suite 620,Houston,TX,77084,17.2 million,396,60,Business Products & Services,17176495
2017,858,GRAYBOX,grayboxpdx.com,1/1/09,107 SE Washington St 700,Portland,OR,97214,5.2 million,524,32,Advertising & Marketing,5196409
2017,1169,Rain City Capital,raincitycapital.com,1/1/09,12131 113th Ave NE Suite 201,Kirkland,WA,98034,8.6 million,358,18,Financial Services,8596086
2017,2037,Converge Consulting,convergeconsulting.org,1/1/11,415 12th Ave SE ,Cedar Rapids,IA,52411,3.1 million,183,21,Education,3109180
2017,516,Tredence,tredence.com,1/1/12,"1900, Camden Avenue Suite 66",San Jose,CA,95124,6.9 million,862,97,Business Products & Services,6887679
2017,949,Onit,onit.com,1/1/10,601 Sawyer St Suite 750,Houston,TX,77007,5.4 million,462,55,Software,5401327
2017,148,HealthCare.com,healthcare.com,1/1/07,3401 N. Miami Ave. Suite 205,Miami,FL,33127,16.8 million,2599,35,Insurance,16767901
2017,422,Core and More Technologies,coreandmoretechnologies.com,1/1/09,"603 Mattison Ave, Suite 304 ",Asbury Park,NJ,07712,2.3 million,1041,15,Advertising & Marketing,2298494
2017,315,Perfecta Federal,perfectafederal.com,1/1/08,6506 Loisdale Road ,Springfield,VA,22150,6.8 million,1388,27,Government Services,6770232
2017,352,Warrior Media,garagewarrior.com,1/1/12,PO Box 1499 ,Soquel,CA,95073,3.9 million,1240,11,Consumer Products & Services,3853784
2017,227,LIFEAID Beverage Company,lifeaidbevco.com,1/1/11,2833 Mission St. ,Santa Cruz,CA,95061,12.8 million,1903,38,Food & Beverage,12825379
2017,373,Tango Card,tangocard.com,1/1/09,4700 42nd Ave SW Suite 430A ,Seattle,WA,98116,10.6 million,1161,57,Software,10601915
2017,667,Sauce Labs,saucelabs.com,1/1/08,"539 Bryant Street, Suite 303 ",San Francisco,CA,94107,24.7 million,681,160,Software,24736000
2017,610,Koupon Media,kouponmedia.com,1/1/11,5040 Addison Cir #250 ,Addison,TX,75001,5.1 million,742,30,Retail,5080112
2017,103,Digital Enterprise,digitalenterprise.io,1/1/07,10 Glenlake Parkway Suite 130,Atlanta,GA,30328,28.8 million,3815,370,IT Services,28789000
2017,2732,Avertra,avertra.com,1/1/07,580 Herndon Parkway ,Herndon,VA,20170,9.5 million,126,120,IT Services,9485400
2017,1097,Native Commerce Media,http://nativecommerce.com,1/1/12,4330 Gaines Ranch Loop Ste. 120 Building 1,Austin,TX,78735,28.9 million,384,48,Advertising & Marketing,28896910
2017,337,OrderMyGear,ordermygear.com,1/1/08,2211 Commerce ST STE 300,Dallas,TX,75201,8.1 million,1316,45,Business Products & Services,8097000
